MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,10162324,3387441.33,13549765.33,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,72181,24060.33,96241.33,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,119876954,39958984.66,159835938.66,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,1508500,885944.44,2394444.44,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,5892324,3460571.24,9352895.24,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,13775885.5,4591961.83,18367847.33,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,10162324,3387441.33,13549765.33,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,72181,24060.33,96241.33,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,119876954,39958984.66,159835938.66,75%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5B,Energy efficiency,4961,2913.6,7874.6,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5C,Renewable energy,10697,6282.37,16979.37,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,4961,2913.6,7874.6,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,223437,131224.9,354661.9,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5C,Renewable energy,176420,103611.75,280031.75,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5E,Carbon conservation / sequestration,77642,45599.27,123241.27,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,4500000,2642857.14,7142857.14,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,5000000,2936507.94,7936507.94,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M06,Farm and business development,FA_5C,Renewable energy,2500000,1468253.97,3968253.97,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,1750000,1027777.78,2777777.78,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,380000,223174.6,603174.6,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6B,Local development,1350000,792857.14,2142857.14,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,18191850,10684102.38,28875952.38,63%
FR,France,2014FR06RDRP043,2.1,Franche-Comté - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,24398815,6099703.75,30498518.75,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,9467226,8395464.57,17862690.57,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,132500,117500,250000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2B,New farmers,357750,317250,675000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,1603200,400800,2004000,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,160320,40080,200400,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,40942245,36307273.87,77249518.87,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,76520000,19130000,95650000,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_3A,Competitiveness of producers,111300,98700,210000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,2904000,726000,3630000,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_3A,Competitiveness of producers,80160,20040,100200,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,32500000,28820754.72,61320754.72,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,132500,117500,250000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,1282560,320640,1603200,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,122577,108700.36,231277.36,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,550000,487735.85,1037735.85,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,55055000,18351666.66,73406666.66,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,30600000,10200000,40800000,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,7700000,2566666.67,10266666.67,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,122577,108700.36,231277.36,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,550000,487735.85,1037735.85,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,55055000,18351666.66,73406666.66,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,30600000,10200000,40800000,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,7700000,2566666.67,10266666.67,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5A,Water efficiency,13250,11750,25000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5B,Energy efficiency,26500,23500,50000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5C,Renewable energy,13250,11750,25000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,13250,11750,25000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5E,Carbon conservation / sequestration,400000,100000,500000,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5A,Water efficiency,80160,20040,100200,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,200400,50100,250500,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5C,Renewable energy,200400,50100,250500,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5E,Carbon conservation / sequestration,400800,100200,501000,80%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,49115950,43555653.77,92671603.77,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,202979,180000.25,382979.25,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M06,Farm and business development,FA_5C,Renewable energy,1500000,1330188.68,2830188.68,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,900000,300000,1200000,75%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,5300000,4700000,10000000,53%
FR,France,2014FR06RDRP052,2.1,Pays de la Loire - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,45000000,11250000,56250000,80%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,6400000,5675471.7,12075471.7,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,6000000,1500000,7500000,80%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,82000000,72716981.13,154716981.13,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2B,New farmers,2000000,1773584.91,3773584.91,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,63000000,15750000,78750000,80%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,500000,443396.23,943396.23,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,30000000,26603773.58,56603773.58,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M11,Organic Farming,FA_3A,Competitiveness of producers,7000000,2333333.33,9333333.33,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,2500000,625000,3125000,80%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,5000000,1666666.67,6666666.67,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,7500000,6650943.4,14150943.4,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,500000,443396.23,943396.23,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,31500000,10500000,42000000,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,10500000,3500000,14000000,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,234962,78320.67,313282.67,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,250000,83333.33,333333.33,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,5000000,1666666.67,6666666.67,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,7500000,6650943.4,14150943.4,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,500000,443396.23,943396.23,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,31500000,10500000,42000000,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,10500000,3500000,14000000,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,234962,78320.67,313282.67,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,250000,83333.33,333333.33,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5C,Renewable energy,1300000,325000,1625000,80%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,12500000,4166666.67,16666666.67,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,1000000,886792.45,1886792.45,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,700000,620754.72,1320754.72,53%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,5000000,1666666.67,6666666.67,75%
FR,France,2014FR06RDRP053,2.1,Bretagne - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,36800000,9200000,46000000,80%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,8000000,4698412.7,12698412.7,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,3450000,862500,4312500,80%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,26000000,15269841.27,41269841.27,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,30000000,7500000,37500000,80%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,1950000,487500,2437500,80%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,300000,176190.48,476190.48,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,2000000,1174603.17,3174603.17,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M05,Restoring agricultural potential,FA_3B,Risk management,50000,29365.08,79365.08,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,1325000,778174.6,2103174.6,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,4200000,2466666.67,6666666.67,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,300000,163492.07,463492.07,64.73%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,56741910.5,18913970.16,75655880.66,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,17750000,5916666.67,23666666.67,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,5000,1666.67,6666.67,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,49427715.5,16475905.17,65903620.67,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,1325000,778174.6,2103174.6,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,4200000,2466666.67,6666666.67,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,300000,163492.07,463492.07,64.73%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,56741910.5,18913970.16,75655880.66,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,17750000,5916666.67,23666666.67,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,5000,1666.67,6666.67,75%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,49427715.5,16475905.17,65903620.67,75%
